"2cc";75;"2c";"visual";"visuals";"psychedelic";"alert";"phenethylamine";"seed";"overall";"compound";"psychedelics";"combination";"chemical";"substance";"nice";"tactile";"brew";"added";"mental";"sensory";"peak";"mild";"enhancement";"relaxing";"phenethylamines";"enjoyable";"slight";"mostly";"patterning";"mdma";"relaxation";"report";"mood";"relaxed";"both";"difficulty";"starting";"mentally";"aspect";"pleasant";"wave";"perhaps";"alone";"nausea";"seems";"soft";"headache";"seem";"slightly";"mg";"however";"lsd";"euphoria";"negative";"listening";"definitely";"especially";"ingested";"gentle";"intense";"particularly";"taken";"sensation";"due";"duration";"stronger";"enjoyed";"dos";"strong";"own";"great";"music";"le";"physical";"insight";"easy";"capsule";"oral";"short";"pattern";"ha";"state";"thinking";"almost";"noticeable";"increase";"wonderful";"quick";"body";"trip";"object";"within";"without";"similar";"eaten";"yet";"higher";"plus";"vision";"closed";"color"
"poppy";74;"poppy";"pod";"tea";"lemon";"opiate";"opium";"lion";"juice";"cup";"stirring";"boiling";"percocet";"liquid";"alkaloid";"morphine";"leaf";"smoked";"mixture";"sugar";"water";"taste";"filter";"extract";"hot";"drank";"extraction";"drink";"coffee";"bulk";"boiled";"dry";"hydrocodone";"recipe";"dried";"honey";"strained";"method";"codeine";"work";"dosage";"bitter";"nausea";"large";"poured";"brown";"add";"let";"using";"itching";"relaxed";"drinking";"steep";"pleasant";"resulting";"store";"stronger";"used";"euphoric";"adding";"enough";"warm";"doesn";"strong";"use";"market";"tar";"withdrawal";"strain";"tolerance";"gram";"boil";"report";"amount";"glass";"slight";"size";"pain";"stomach";"papaver";"bought";"lemonade";"pound";"find";"soak";"batch";"high";"buzz";"make";"shirt";"addiction";"tried";"sleep";"online";"half";"grinder";"read";"warmth";"cold";"tasting";"slightly"
"leonotis_leonurus";70;"dagga";"wild";"flower";"leonotis";"leonurus";"buzz";"snorted";"mj";"bowl";"herb";"plant";"smoking";"smoke";"resin";"harsh";"dose";"chemical";"marijuana";"tail";"mild";"cannabis";"pipe";"dried";"lotus";"taste";"extract";"substitute";"nice";"joint";"salvia";"packed";"tea";"ordered";"mix";"small";"online";"stuff";"ounce";"package";"bought";"vendor";"tobacco";"lung";"blend";"hit";"placebo";"slight";"gram";"definitely";"rolled";"produce";"damiana";"tasting";"sedation";"worth";"euphoric";"work";"alcohol";"flavor";"bitter";"top";"burn";"high";"report";"conclusion";"pleasant";"put";"lasted";"potent";"cigarette";"similar";"try";"recently";"relaxed";"strong";"legal";"green";"burned";"amount";"milder";"enjoyable";"material";"tried";"smell";"without";"pretty";"orange";"worked";"le";"bong";"somewhat";"substance";"boiled";"used";"bud";"large";"tar";"comfortable";"quality";"noticed"
"mdpv";69;"mdpv";"stimulant";"redose";"euphoria";"dos";"comedown";"joint";"coke";"heart";"amphetamine";"mephedrone";"mdma";"rate";"stimulation";"ritalin";"cigarette";"bag";"crash";"mdvp";"powder";"stims";"euphoric";"study";"substance";"useful";"legal";"bump";"scale";"short";"writing";"amount";"report";"dosing";"rc";"cocaine";"small";"methylone";"research";"methylenedioxypyrovalerone";"bpm";"increase";"sleep";"jittery";"mild";"addictive";"mood";"line";"similar";"reading";"use";"redosing";"doing";"le";"slightly";"motivation";"snort";"hope";"baseline";"found";"urge";"increased";"stimulated";"abuse";"using";"term";"muscle";"psychosis";"either";"side";"alert";"cause";"desire";"tolerance";"focused";"dosage";"daily";"aid";"especially";"elevated";"nasal";"craving";"meth";"stuff";"find";"recreational";"interest";"work";"lack";"salt";"mpdv";"week";"stop";"starting";"write";"ha";"done";"tired";"want";"doesn";"probably"
"catnip";69;"catnip";"minty";"relaxed";"tea";"tobacco";"cat";"pain";"buzz";"legal";"smoking";"herb";"smoke";"taste";"store";"smoked";"valium";"mg";"herbal";"smell";"pipe";"mild";"relaxing";"bowl";"read";"pot";"weed";"stuff";"bought";"pleasant";"boiled";"dried";"leaf";"slight";"marijuana";"cup";"relaxation";"rolled";"local";"high";"worth";"pet";"bit";"pretty";"smelled";"pinch";"notice";"boiling";"mint";"making";"bored";"mixed";"noticed";"using";"valerian";"definitely";"coffee";"lung";"nice";"hit";"menthol";"scullcap";"finished";"nothing";"drink";"give";"strong";"quite";"tasted";"alternative";"slightly";"mix";"you";"bong";"damiana";"sharper";"try";"sedative";"online";"ll";"water";"lot";"lasted";"poured";"ounce";"ve";"buzzed";"sugar";"decided";"used";"cheap";"added";"few";"mug";"brighter";"lit";"throat";"little";"here";"overall";"packed"
"morphine";69;"morphine";"opiate";"tablet";"nurse";"pill";"iv";"2c";"sulfate";"contin";"heroin";"snorted";"codeine";"warm";"euphoria";"dilaudid";"substance";"emotion";"surgery";"release";"injection";"crushed";"injected";"hydromorphone";"doctor";"horrible";"sulphate";"addicted";"arm";"orally";"better";"rush";"oral";"relaxed";"great";"half";"without";"told";"fucked";"wake";"give";"strong";"opium";"fine";"fall";"body";"dose";"sleep";"home";"until";"vein";"tolerance";"anyone";"hospital";"help";"percocet";"dos";"gave";"plunger";"worst";"hope";"plus";"pas";"buzz";"those";"right";"working";"shit";"use";"once";"itching";"taking";"hard";"woke";"asleep";"bed";"careful";"later";"shot";"pupil";"morhpine";"bliss";"problem";"nice";"high";"why";"drug";"weak";"daily";"im";"nod";"worse";"generic";"needle";"relief";"pretty";"work";"trouble";"quickly";"snorting";"ll"
"4_acetoxy_dmt";68;"aco";"dmt";"tryptamine";"psychedelics";"psychedelic";"psilacetin";"headache";"visuals";"psilocin";"dos";"between";"together";"seen";"beauty";"deep";"stimulant";"strong";"combination";"euphoria";"dissolved";"color";"visual";"face";"beautiful";"during";"love";"their";"dose";"interesting";"close";"chemical";"tripping";"themselves";"scale";"else";"begin";"moment";"starting";"4aco";"distortion";"form";"nature";"music";"space";"far";"change";"mushroom";"peak";"upon";"own";"sense";"mental";"idea";"sometimes";"our";"bit";"already";"pattern";"state";"self";"yet";"reality";"previously";"perhaps";"making";"particular";"many";"each";"place";"these";"geometric";"lay";"within";"powerful";"spiritual";"return";"point";"seems";"ho";"cannot";"perception";"earlier";"amazing";"mg";"open";"synthetic";"wave";"past";"move";"reflection";"tryptamines";"issue";"capsule";"texture";"side";"word";"those";"definitely";"listen";"different"
"coffee";67;"coffee";"cup";"caffeine";"drank";"awake";"drink";"anxiety";"morning";"combination";"slight";"check";"usually";"work";"drinking";"taste";"increase";"either";"worth";"keep";"substance";"brewed";"since";"sleep";"home";"stomach";"daily";"cigarette";"normally";"dose";"slightly";"start";"both";"amount";"random";"starting";"baseline";"regular";"past";"definitely";"note";"state";"further";"low";"normal";"complete";"last";"together";"week";"bit";"better";"having";"report";"later";"ve";"within";"seems";"paper";"take";"shaking";"almost";"previous";"heavy";"quickly";"enjoying";"thinking";"noted";"done";"kava";"water";"old";"well";"doesn";"ground";"each";"happens";"building";"far";"lunch";"another";"here";"tired";"smoke";"always";"vitamin";"course";"use";"alone";"urge";"year";"doing";"quite";"powder";"ago";"sit";"while";"am";"getting";"great";"anything";"without"
"fluoxetine";67;"prozac";"fluoxetine";"depression";"daily";"ssri";"anti";"joint";"taking";"medication";"depressant";"week";"doctor";"mood";"prescribed";"pill";"he";"guy";"month";"rather";"psychiatrist";"help";"year";"known";"report";"mental";"dosage";"symptom";"last";"morning";"don";"side";"ha";"amount";"work";"past";"antidepressant";"cause";"long";"medicine";"dose";"leg";"disorder";"probably";"ve";"hell";"want";"using";"person";"caused";"brain";"increased";"without";"memory";"both";"depressed";"starting";"comedown";"experiencing";"med";"communicate";"second";"system";"withdrawal";"taken";"great";"dont";"fun";"physically";"normal";"end";"personality";"dos";"extreme";"recently";"why";"happened";"may";"seems";"conversation";"couldn";"being";"compared";"also";"until";"task";"high";"worst";"prior";"remember";"someone";"similar";"woke";"informed";"away";"once";"never";"every";"later";"except";"far"
"pcp";66;"pcp";"dust";"dipped";"laced";"smoked";"fucked";"insufflated";"him";"weed";"dealer";"his";"car";"wasn";"smoke";"walked";"dissociation";"dos";"barely";"acid";"dusted";"house";"told";"smelled";"paranoid";"as";"gave";"weird";"alot";"pipe";"sound";"sold";"blunt";"asked";"kind";"couldn";"hell";"call";"home";"cigarette";"hit";"knew";"smoking";"somehow";"walking";"kept";"remember";"sitting";"violent";"high";"pot";"black";"rolled";"looked";"don";"ever";"control";"later";"done";"hole";"reality";"table";"die";"bed";"yelling";"straight";"thinking";"extremely";"small";"fun";"bag";"where";"we";"know";"head";"walk";"didn";"remembered";"real";"chemical";"anything";"said";"sure";"dip";"totally";"incredibly";"face";"freaked";"mirror";"sat";"guess";"her";"drug";"reason";"school";"either";"angel";"rest";"parent";"between";"shit"
"methoxetamine";66;"mxe";"methoxetamine";"ketamine";"dissociative";"dissociatives";"hole";"yohimbine";"dose";"dxm";"chemical";"noticeable";"line";"bump";"similar";"lay";"aphrodisiac";"honey";"sense";"bed";"new";"analogue";"past";"although";"word";"stronger";"substance";"consciousness";"under";"music";"asleep";"amount";"research";"powder";"mg";"slowly";"scale";"doing";"far";"done";"another";"vendor";"within";"memory";"difficult";"legal";"dmt";"between";"clean";"interesting";"probably";"opiate";"complete";"state";"eye";"here";"report";"different";"strong";"visuals";"play";"disconnected";"ha";"laptop";"read";"definitely";"nose";"experienced";"lot";"yet";"twice";"itself";"taking";"own";"bit";"sober";"body";"test";"due";"completely";"fell";"since";"coming";"lsd";"though";"fully";"euphoria";"point";"closed";"taken";"using";"trip";"great";"capsule";"realm";"weird";"plateau";"baseline";"small";"put";"happened"
"yohimbe";64;"yohimbe";"erection";"bark";"orgasm";"sex";"sexual";"sound";"tea";"herb";"heart";"dosage";"health";"unpleasant";"teaspoon";"stimulant";"tone";"listening";"blood";"stimulation";"capsule";"drink";"vitamin";"added";"extract";"drank";"increased";"horny";"store";"speed";"increase";"mild";"cup";"energy";"shot";"bottle";"recommended";"water";"rate";"usual";"racing";"alcohol";"red";"boiled";"hot";"girlfriend";"pressure";"listed";"prolonged";"coffee";"try";"lower";"dropper";"read";"dose";"heard";"tasted";"sleep";"shop";"erectile";"notice";"boiling";"aroused";"speedy";"bad";"overall";"porn";"bed";"although";"tincture";"caffeine";"erect";"pleasant";"normal";"recommend";"least";"minute";"bought";"stuff";"wouldn";"report";"meal";"sick";"probably";"tasting";"masturbating";"slight";"herbal";"three";"local";"food";"enhancement";"effect";"super";"also";"neck";"several";"finished";"hard";"stomach";"harder"
"dipt";62;"dipt";"tryptamine";"pitch";"auditory";"voice";"sounded";"morphine";"audio";"ear";"distortion";"deepening";"hearing";"lower";"dpt";"slight";"cancer";"heroin";"metallic";"music";"sounding";"deeper";"tinnitus";"listen";"song";"hear";"chemical";"familiar";"diisopropyltryptamine";"harmonic";"tihkal";"dose";"mostly";"report";"ringing";"nausea";"guitar";"mg";"low";"psychedelic";"substance";"distorted";"interesting";"note";"dipts";"listened";"noise";"lowering";"certain";"distinct";"slightly";"buzz";"deep";"visual";"higher";"different";"significant";"altered";"alteration";"milligram";"compound";"normal";"visuals";"experiment";"further";"notice";"seems";"somewhat";"pitched";"tune";"capsule";"noticed";"frequency";"stomach";"tryptamines";"le";"dos";"dosage";"novelty";"pressure";"strange";"minimal";"ingested";"demonic";"peak";"negative";"actually";"doe";"quite";"fascinating";"setting";"overtone";"although";"especially";"own";"hallucination";"robot";"change";"personal";"upon";"almost"
"fentanyl";61;"fentanyl";"patch";"opiate";"duragesic";"gel";"mcg";"pure";"transdermal";"pain";"tolerance";"oxycontin";"hr";"100mcg";"actiq";"lollipop";"psychedelic";"peak";"iv";"euphoric";"cut";"hospital";"using";"le";"used";"painkiller";"euphoria";"dilaudid";"oxycodone";"surgery";"high";"dose";"tolerant";"sick";"management";"recently";"under";"medication";"dos";"week";"ago";"opioid";"enough";"doctor";"skin";"mouth";"squeezed";"use";"percocet";"itch";"itchy";"tongue";"second";"release";"strong";"vomit";"tube";"nice";"addictive";"open";"injected";"potent";"administration";"narcotic";"bed";"50mcg";"warm";"almost";"eating";"warmth";"approximately";"chewing";"100ug";"often";"put";"however";"severe";"wearing";"dangerous";"don";"patient";"drug";"tried";"since";"nurse";"died";"always";"drop";"mom";"withdrawal";"wasn";"wait";"drifting";"without";"paramedic";"trouble";"month";"hydromorphone";"addicted";"probably";"maybe"
"mda";60;"mda";"mdma";"pill";"jaw";"ecstasy";"roll";"maoi";"love";"party";"our";"clenching";"visual";"rolling";"strong";"dancing";"dmt";"boiled";"taken";"music";"usually";"both";"across";"color";"rest";"great";"fun";"dance";"visuals";"energy";"together";"walk";"person";"source";"each";"noticed";"lsd";"rush";"following";"talking";"taking";"euphoric";"absolutely";"fact";"peaking";"enough";"seen";"couple";"xtc";"euphoria";"always";"amazing";"htp";"however";"probably";"happy";"sitting";"later";"same";"slept";"conversation";"yet";"drop";"city";"best";"slightly";"another";"having";"ever";"emotional";"we";"le";"come";"club";"similar";"night";"never";"appeared";"substance";"began";"others";"realized";"intense";"pretty";"revelation";"white";"physical";"sense";"along";"place";"previous";"people";"tell";"eye";"sleep";"point";"rather";"experiencing";"familiar";"ended";"evening"
"banisteriopsis";56;"caapi";"ayahuasca";"banisteriopsis";"brew";"vine";"viridis";"addictive";"rue";"syrian";"purge";"mimosa";"bark";"psychotria";"lemon";"plant";"smeared";"sweet";"liquid";"juice";"drank";"mixture";"brewed";"strained";"tea";"cup";"hostilis";"added";"spirit";"nausea";"chacruna";"used";"healing";"drink";"brewing";"filtered";"purging";"preparation";"root";"dried";"harmala";"energy";"material";"puke";"powerful";"gram";"total";"mao";"leaf";"shaman";"purged";"alkaloid";"consciousness";"extract";"entity";"seed";"journey";"filled";"drinking";"pot";"mushroom";"taste";"water";"natural";"human";"vomiting";"level";"boiling";"light";"space";"straining";"tree";"placed";"admixture";"nature";"stomach";"reality";"ancient";"hawaiian";"cooked";"boil";"visuals";"left";"matter";"psychedelic";"world";"respect";"making";"combined";"dream";"cosmic";"poured";"better";"finished";"aya";"previous";"suddenly";"own";"kind";"near";"intense"
"opium";56;"opium";"poppy";"bowl";"pipe";"opiate";"smoked";"mg";"somniferum";"smoking";"pod";"gram";"smoke";"black";"weed";"small";"combination";"nice";"resin";"throughout";"proceeded";"fresh";"left";"smelling";"part";"taste";"background";"tar";"our";"smell";"strong";"seem";"top";"tell";"surroundings";"however";"matter";"side";"hit";"moment";"pot";"despite";"weekend";"perhaps";"tea";"high";"his";"dead";"between";"their";"combination";"playing";"large";"lasted";"ornate";"tribe";"made";"three";"end";"alcohol";"buy";"sit";"brain";"passed";"enjoy";"fine";"sticky";"most";"heated";"session";"him";"second";"rarely";"used";"ended";"forget";"five";"told";"met";"clear";"itself";"head";"glass";"began";"should";"these";"existence";"evening";"surprised";"he";"luckily";"lost";"such";"always";"joint";"held";"use";"heat";"through";"tried";"talk"
"carisoprodol";56;"soma";"carisoprodol";"muscle";"pill";"opiate";"buzz";"plant";"tablet";"hydrocodone";"prescribed";"relaxed";"drunk";"alcohol";"slurring";"stomach";"ordered";"pinch";"relaxation";"valium";"shuffle";"relaxer";"hospital";"vicodin";"talk";"walk";"pas";"worry";"carisprodol";"tolerance";"passed";"especially";"xanax";"taken";"sleep";"extremely";"relax";"combined";"dose";"fun";"walking";"hard";"damn";"pain";"kick";"ago";"take";"taking";"start";"dangerous";"don";"even";"though";"nodding";"definitely";"great";"bottle";"although";"drug";"getting";"codeine";"euphoria";"intoxicated";"prescription";"overdose";"are";"doe";"warm";"well";"ve";"total";"pleasant";"speech";"phenomenal";"remember";"recreational";"long";"decide";"alprazolam";"kiddy";"pretty";"er";"wake";"empty";"work";"sedating";"make";"high";"beer";"sex";"normally";"arm";"online";"doing";"month";"should";"charcoal";"once";"tab";"week";"forward"
"kanna";54;"sceletium";"kanna";"tortuosum";"herb";"powdered";"powder";"headache";"gram";"cannabis";"mild";"extract";"legal";"amount";"nice";"damiana";"stimulant";"combination";"enjoyable";"smoking";"burn";"pleasant";"snorted";"mood";"fermented";"snorting";"small";"substance";"mg";"mesembrine";"notice";"le";"read";"smoke";"taste";"happy";"smoked";"online";"mdma";"rush";"pot";"serotonin";"dos";"oral";"encapsulated";"mixed";"effective";"tasted";"tobacco";"shipment";"similar";"mix";"tea";"stimulation";"finger";"stuff";"depression";"line";"report";"strong";"week";"placebo";"experiment";"definitely";"stoned";"material";"warm";"stoning";"bit";"quite";"maybe";"general";"buzz";"use";"interesting";"evening";"supplier";"kratom";"bought";"effect";"relaxing";"dose";"website";"potential";"sensation";"euphoria";"quality";"either";"stimulating";"bag";"few";"try";"great";"expensive";"high";"ago";"followed";"ha";"insufflated";"work";"used"
"bzp";54;"bzp";"tfmpp";"piperazine";"mdma";"legal";"alternative";"mild";"combo";"hcl";"comedown";"chemical";"dance";"empathy";"amphetamine";"euphoria";"boiled";"taste";"speedy";"jaw";"evening";"similar";"mood";"hangover";"sleep";"ecstasy";"rush";"unfortunately";"meth";"general";"dose";"slightly";"bit";"nice";"overall";"zealand";"interesting";"dancing";"fun";"doe";"quite";"drinking";"pill";"le";"stronger";"club";"tired";"dos";"party";"positive";"conversation";"mate";"report";"probably";"uk";"pleasant";"experiment";"great";"freebase";"substance";"negative";"kind";"measured";"anyway";"easily";"ghb";"along";"dosage";"problem";"etc";"don";"unpleasant";"want";"dropped";"better";"write";"beat";"although";"having";"high";"mean";"increase";"pure";"clenching";"definitely";"difference";"stimulation";"dilated";"low";"alcohol";"seem";"far";"lot";"tried";"also";"able";"taking";"these";"stuff";"substitute";"people"
"passionflower";53;"passionflower";"passion";"flower";"tea";"maoi";"herb";"chemical";"passiflora";"leaf";"vine";"cup";"herbal";"valerian";"damiana";"plant";"psychedelic";"psychedelics";"drank";"lemon";"extract";"root";"dream";"combination";"slight";"bowl";"smoked";"water";"headache";"buzz";"brew";"catnip";"strong";"sedative";"variety";"dried";"high";"amount";"natural";"used";"cubensis";"mixed";"smoking";"euphoria";"added";"purchased";"juice";"find";"vivid";"aid";"boil";"mix";"noticeable";"distortion";"glory";"amazing";"usually";"coffee";"fresh";"alternative";"harvest";"store";"smoke";"boiling";"color";"sensation";"mellow";"similar";"calm";"method";"material";"probably";"brown";"seen";"min";"unless";"pleasant";"nice";"eating";"stronger";"liquid";"great";"sort";"try";"burn";"notice";"pronounced";"weed";"close";"worth";"honey";"small";"tobacco";"ingredient";"relaxed";"asleep";"online";"cevs";"cooled";"double";"soaked"
"nbome";52;"nbome";"25i";"25c";"blotter";"gum";"2c";"daily";"lsd";"solution";"tongue";"visuals";"nasally";"compound";"500ug";"setting";"week";"symptom";"visual";"color";"mdma";"dmt";"ho";"slight";"syringe";"numbing";"saliva";"buccal";"swallowing";"tripping";"decide";"baseline";"starting";"substance";"administration";"bitter";"euphoria";"strong";"spit";"anxiety";"dissolved";"music";"peak";"closed";"grin";"note";"sublingual";"report";"beautiful";"face";"between";"acid";"25d";"water";"both";"amazing";"look";"ability";"coming";"easily";"microgram";"clear";"start";"ht2a";"intense";"ug";"set";"within";"level";"seems";"trial";"headspace";"ml";"moment";"definitely";"maybe";"sleep";"ive";"sensation";"seem";"nature";"phenethylamine";"change";"put";"bit";"love";"flowing";"lay";"clean";"dose";"dark";"full";"increased";"far";"fractal";"easy";"breathing";"tab";"swallow";"during";"wall"
"citalopram";51;"celexa";"citalopram";"ssri";"antidepressant";"depression";"medication";"slept";"currently";"anxiety";"taking";"depressant";"panic";"month";"use";"considering";"sleepy";"burn";"prescription";"syndrome";"strong";"result";"given";"disorder";"anti";"bit";"cannabis";"prescribed";"serotonin";"interaction";"low";"taken";"twice";"recently";"smoked";"smoke";"content";"struggle";"am";"med";"morning";"pill";"note";"reduced";"mental";"measure";"combination";"relaxed";"normally";"sure";"history";"fun";"became";"used";"condition";"found";"couldn";"state";"tell";"apparently";"reaction";"mg";"rather";"confusion";"several";"family";"afternoon";"share";"wasn";"begin";"pretty";"weed";"quickly";"love";"year";"dxm";"psychological";"gone";"le";"weak";"sense";"usual";"marijuana";"amount";"enjoy";"drug";"start";"fairly";"tab";"treatment";"hell";"trying";"however";"re";"able";"stupid";"muscle";"side";"must";"game";"too"
"cyclobenzaprine";51;"cyclobenzaprine";"flexeril";"muscle";"relaxed";"relaxant";"pill";"chemical";"mg";"tired";"drowsy";"drink";"relaxer";"woke";"decide";"fell";"report";"color";"sleep";"doctor";"kinda";"sedative";"prescribed";"waking";"mixing";"heart";"bed";"taking";"pain";"kick";"asleep";"morning";"work";"school";"help";"taken";"sedated";"wake";"bit";"couple";"dose";"aid";"half";"week";"figured";"hurt";"combination";"toward";"recently";"report";"shot";"class";"orally";"sat";"walk";"noted";"buzz";"should";"prescription";"gave";"min";"having";"early";"benzos";"flexril";"took";"decided";"better";"walking";"body";"almost";"tablet";"extremely";"beer";"awake";"drank";"minor";"spent";"smoked";"unpleasant";"sedation";"later";"make";"interesting";"surprisingly";"diphenhydramine";"however";"high";"painkiller";"overall";"fun";"antihistimine";"alcohol";"couch";"beating";"marked";"home";"dry";"bottle";"accident";"mistake"
"doc";51;"doc";"2c";"psychedelic";"blotter";"tripping";"amphetamine";"starter";"visuals";"lsd";"watching";"psychedelics";"doi";"unique";"shifting";"beautiful";"plastic";"flammable";"keep";"energy";"seems";"visual";"weird";"slightly";"nice";"load";"dosed";"movie";"ride";"compare";"their";"brain";"tripped";"intense";"mostly";"acid";"dob";"doe";"begin";"beginning";"le";"guess";"tired";"others";"always";"fractal";"absolutely";"incredibly";"music";"show";"part";"realize";"coming";"main";"play";"ended";"stimulation";"noon";"pattern";"start";"kid";"idea";"morphing";"full";"throughout";"ll";"depth";"tv";"fun";"hard";"mentally";"listening";"watch";"give";"spent";"somewhat";"already";"definitely";"blast";"possibly";"wall";"awesome";"look";"decide";"eye";"seem";"fucked";"strange";"sure";"re";"probably";"lay";"reminiscent";"our";"love";"overall";"doesn";"turn";"duration";"those";"colorful"
"ether";50;"ether";"rag";"huffing";"huff";"huffed";"diethyl";"gbl";"fluid";"inhale";"smell";"bottle";"binge";"lab";"loathing";"poured";"symptom";"drink";"vega";"vu";"deja";"inhaled";"sprayed";"addictive";"la";"turpentine";"layer";"inhaling";"motor";"grade";"skill";"breath";"nose";"fume";"station";"ml";"done";"gas";"bottom";"solvent";"intoxicated";"stupid";"fear";"stink";"pour";"pure";"stuff";"volatile";"onto";"soaked";"outside";"second";"numb";"why";"thompson";"reek";"head";"gasoline";"doing";"dropper";"afterwards";"familiar";"became";"produce";"inhalant";"hunter";"deeply";"realized";"let";"sound";"removed";"placed";"seperated";"passing";"towel";"don";"seeing";"echo";"intense";"rush";"reagent";"away";"chemical";"experienced";"evaporate";"enough";"minute";"forth";"started";"high";"turned";"spray";"mind";"understand";"lung";"until";"movie";"drained";"continued";"he";"brain"
"14b";50;"butanediol";"ghb";"bdo";"4b";"ml";"juice";"mg";"withdrawal";"passed";"bd";"addicted";"using";"alcohol";"dose";"used";"dose";"capsule";"illegal";"pure";"stuff";"amount";"sick";"mixed";"dosage";"woke";"turkey";"sleep";"week";"use";"nasty";"oily";"mj";"having";"usually";"litre";"hospital";"dos";"couple";"drive";"ha";"product";"convulsion";"asleep";"perhaps";"palm";"substance";"taking";"intoxication";"several";"coordination";"work";"dopamine";"well";"measure";"finally";"butandiol";"own";"wake";"mix";"dizzy";"weekend";"otherwise";"measured";"convert";"addiction";"mg";"anxiety";"will";"seems";"start";"vomit";"enzyme";"sex";"between";"read";"potential";"accompanied";"precursor";"month";"ve";"cacoon";"blargh";"checked";"compound";"shot";"valuable";"impaired";"obtain";"extreme";"take";"grapefruit";"general";"bottle";"chest";"your";"cold";"drunkenness";"point";"sweaty";"should"
"4_ho_dipt";49;"ho";"dipt";"iprocin";"alert";"visuals";"tremor";"insomnia";"tryptamine";"visual";"chemical";"psychedelic";"4ho";"higher";"hydroxy";"nice";"antidepressant";"vivid";"tihkal";"seems";"tactile";"ingested";"music";"load";"closed";"afterglow";"yet";"move";"hard";"full";"open";"starting";"diisopropyltryptamine";"look";"note";"definitely";"last";"cevs";"listen";"intense";"meo";"lingering";"substance";"compound";"listening";"definite";"material";"intensity";"peak";"part";"energy";"nature";"cosmic";"almost";"scale";"perhaps";"interesting";"peaking";"between";"present";"pattern";"somewhat";"cannot";"moving";"sense";"mostly";"mentally";"dpt";"strong";"similar";"old";"evening";"cant";"lasted";"light";"become";"body";"nausea";"quite";"rather";"dos";"eye";"report";"world";"oev";"mindset";"lot";"gentle";"recently";"baseline";"state";"shulgins";"tryptamines";"find";"totally";"beginning";"plan";"seeing";"color";"moment";"trip"
"mirtazapine";47;"mirtazapine";"remeron";"depression";"prescribed";"medication";"dream";"heroin";"daily";"sleep";"awake";"month";"taking";"doctor";"asleep";"mg";"month";"tylenol";"week";"anti";"zoloft";"dose";"bed";"anxiety";"side";"avanza";"sleeping";"symptom";"wake";"evening";"depressed";"diagnosed";"depressant";"gave";"med";"pill";"overall";"appetite";"help";"ssri";"currently";"work";"cannabis";"hallucination";"dreaming";"withdrawal";"suffered";"im";"drowsy";"weight";"year";"sort";"lucid";"waking";"gain";"effexor";"prescription";"alcohol";"strange";"paxil";"well";"woke";"xanax";"every";"quit";"may";"wear";"recreational";"caused";"full";"ago";"doc";"tablet";"don";"tired";"fall";"eye";"mirtazipine";"drug";"zolpidem";"dead";"taken";"noticeable";"combination";"effective";"however";"night";"half";"begin";"psychiatrist";"slept";"woken";"suddenly";"period";"ive";"age";"worked";"nightly";"sexual";"morning";"take"
"opiates";47;"morphine";"hydrocodone";"opiate";"withdrawal";"oxycodone";"oxycontin";"awake";"oxy";"pain";"addiction";"codeine";"addicted";"prescription";"vicodin";"methadone";"prescription";"prescribed";"needle";"everyday";"doctor";"percocet";"addict";"pill";"injecting";"dilaudid";"prescribed";"fentanyl";"money";"habit";"quit";"killer";"surgery";"rehab";"depression";"stealing";"hated";"selling";"year";"script";"cocaine";"hell";"ran";"week";"living";"opioids";"buy";"junky";"turkey";"lortab";"job";"use";"clean";"mg";"worst";"give";"abuse";"using";"bottle";"dollar";"cabinet";"cancer";"every";"full";"med";"junkie";"nod";"narcotic";"tolerance";"hospital";"twice";"shooting";"parent";"craving";"become";"needed";"severe";"oxycontins";"love";"abused";"fix";"constipation";"stopped";"hate";"fuck";"gave";"loved";"school";"college";"sick";"given";"hooked";"percocets";"moved";"old";"free";"taking";"painkiller";"those";"course";"user"
"zopiclone";46;"zopiclone";"lunesta";"imovane";"doctor";"insomnia";"sleeping";"coffee";"aid";"pill";"ambien";"tablet";"sleep";"amnesia";"bed";"mouth";"filter";"hot";"sample";"computer";"taking";"side";"dose";"taste";"recreational";"memory";"quite";"wall";"taken";"benzos";"mg";"problem";"benzodiazepine";"mental";"use";"mother";"metallic";"month";"seem";"barely";"may";"throat";"stay";"activating";"door";"bathroom";"ability";"hypnotic";"loss";"sleepy";"week";"lay";"wasnt";"drowsy";"combination";"usually";"pretty";"took";"total";"whatever";"seems";"interesting";"drinking";"remember";"next";"perceptual";"she";"combined";"alcohol";"thus";"evening";"notice";"judgement";"fun";"similar";"concerned";"hallucination";"night";"xanax";"despite";"noting";"euphoria";"suicidal";"step";"work";"half";"doe";"medication";"rather";"say";"totally";"talking";"parent";"im";"etc";"sure";"certainly";"state";"visuals";"anything";"given"
